アーヘン	아헨
ベイツ	베이츠
風呂	목욕탕
風呂	바스
風呂	목욕
風呂	욕조
入浴	목욕탕
入浴	바스
入浴	목욕
入浴	욕조
入浴	목욕
入浴	목욕
風呂	욕실
風呂	화장실
浴室	욕실
浴室	화장실
トイレ	욕실
トイレ	화장실
浴室	욕실
バットマン	배트맨
コウモリ	박쥐
バッター	타자
打者	타자
生地	타자
電池	건전지
電池	전지
電池	배터리
電池	전지현
電池	전지
電池	배터리
バッテリー	전지현
バッテリー	전지
バッテリー	배터리
バッテリ	전지현
バッテリ	전지
バッテリ	배터리
打撃	타격
打撃	타자
バトル	전투
バトル	배틀
戦闘	전투
戦闘	배틀
戦い	전투
戦い	배틀
戦場	배틀필드
合戦	전투
戦艦	전함
バイエルン	바이에른
バヤン	바얀
バーベキュー	바비큐
バーベキュー	바베큐
bbq	바비큐
bbq	바베큐
ビーチ	바닷가
ビーチ	해변
ビーチ	비치
砂浜	바닷가
砂浜	해변
砂浜	비치
ビーチ	바닷가
ビーチ	해변
ビーコン	비콘
灯台	비콘
ビーコン	비콘
ビーズ	구슬
ビーグル	비글
くちばし	부리
クマ	베어
ひげ	수염
ヒゲ	수염
軸受	베어링
クマ	베어스
野獣	짐승
野獣	비스트
ビースト	짐승
ビースト	비스트
beat	이겨
beat	비트
ビート	beat
ビート	이겨
ビート	비트
鼓動	뛰고
ビーツ	비트
ビーティー	비티
ボーフォート	보퍼트
美容師	미용사
美人	미인
美女	미인
美しい	아름다운
美しい	아름다워
美しい	아름답다
ビューティフル	아름다운
ビューティフル	아름다워
ビューティフル	아름답다
美容	아름다움
美容	미녀
美容	미용
美容	미모
美容	미인
ビーバー	비버
なぜなら	왜냐면
なぜなら	왜냐하면
だって	왜냐면
だって	왜냐하면
ベッカ	베카
ベッカー	becker
ベケット	베켓
ベッカム	베컴
ベッド	침대
寝具	침구
寝室	침실
寝室	침실
ベッド	침대
ビー	벌벌
ビー	꿀벌
ビーフ	비프
ビーフ	쇠고기
ビーフ	소고기
牛肉	비프
牛肉	쇠고기
牛肉	소고기
ビール	맥주
ビール	맥주
ミツバチ	벌벌
ハチ	벌벌
ベートーヴェン	베토벤
以前	이전
以前	전에
ベグ	beg
始める	시작
開始	시작
begin	시작
初心者	초보
初心者	초보자
ビギナー	초보
ビギナー	초보자
初心者	초보자
行動	행동
行動	동작
行動	행위
挙動	행동
挙動	동작
挙動	행위
行動	행동
挙動	행동
後ろ	뒤에
ベージュ	베이지
北京市	베이징
北京	베이징
ベイルート	베이루트
ベラルーシ	벨라루스
ベラルーシ	벨라루스어
ベラルーシ	벨라루스
ベルファスト	벨파스트
ベルギー	벨기에
ベルギー	벨기에
ベオグラード	베오그라드
信仰	신념
信仰	믿음
信仰	신앙
信念	신념
信念	믿음
信念	신앙
信念	신념
信念	믿음
信念	종교
信じる	believe
信じる	믿기
believe	믿기
信ずる	believe
信ずる	믿기
ベリーズ	벨리즈
ベラ	벨라
以下	아래쪽
以下	아래
以下	아래에
ベルト	벨트
ベルト	벨트
ベレン	벨렝
ベンチ	벤치
ベンチマーク	벤치마킹
ベンチマーク	벤치마크
ベンダー	벤더
ベネディクト	베네딕도
ベネディクト	베네딕토
ベネディクト	베네딕트
給付	혜택
利益	혜택
福利	혜택
福利	이득
ベネルクス	베네룩스
ベンガジ	벵가지
ベナン	베냉
ベネット	베넷
ベニー	베니
ベンソン	벤슨
ベンツ	벤츠
ベンゾジアゼピン	벤조디아제핀
beowulf	베오울프
ベルゲン	베르겐
バークリー	버클리
ベルリン	베를린
ベルン	베른
ベルナール	베르나르드
ベルナール	버나드
ベルナール	베르나르
ベルヌ	베른
バーニー	버니
ベルヌーイ	베르누이
ベリー	열매
ベリー	산딸기
ベリー	베리베리
ベリー	베리
バート	버트
停泊	정박
バーティ	버티
ベリリウム	베릴륨
最高	최고
最高	베스트
ベスト	최고
ベスト	베스트
best	최고
best	베스트
ベストセラー	베스트셀러
賭ける	내기
賭ける	bet
賭ける	베팅
ベット	내기
ベット	bet
ベット	베팅
賭け	내기
賭け	bet
賭け	베팅
ベータ	베타
ベス	베스
ベセスダ	베데스다
ベツレヘム	베들레헴
裏切り	배신
ベット	베팅
ベッツィ	벳시
ベッツィー	벳시
賭け	도박
賭け	내기
ベティ	베티
飲み物	음료
飲み物	음료수
飲料	음료
飲料	음료수
飲み物	음료
飲み物	음료수
飲物	음료
飲物	음료수
ビヴァリー	베벌리
ベイヤー	바이어
ビヨンセ	비욘세
ビヨンド	비욘드
bff	절친
ブータン	부탄
ブータン	부탄
バイアス	편견
バイアス	편향
バイアスロン	바이애슬론
ビャウィストク	비아위스토크
ビビ	비비
聖書	성경
ビック	bic
自転車	자전거
自転車	자전거
入札	입찰
入札	입찰
biff	비프
分岐	분기
ビッグス	빅스
バイク	자전거
自転車	자전거
バイク	자전거
自転車	자전거
ビキニ	비키니
ビル	윌리엄
看板	간판
看板	빌보드
ビリヤード	당구
ビリヤード	당구
請求	청구
紙幣	지폐
ビリー	빌리
バイナリ	바이너리
バインディング	구속력
バインディング	바인딩
拘束	구속력
拘束	바인딩
バインディング	바인딩
ビング	bing
ビンゴ	빙고
備後	빙고
バイオ	소개
バイオ	바이오
生物	생물학
バイオニクル	바이오니클
bios	바이오스
bioshock	바이오쇼크
鳥類	조류
バード	조류
鳥類	새들
バーミンガム	버밍엄
誕生	출생
誕生	탄생
誕生	출산
生年月日	생일
バースデー	생일
出産	출산
誕生	출산
誕生	출생
ビス	bis
ビスケット	비스킷
ビスケット	비스킷
ビシュケク	비슈케크
ビショップ	비숍
ビショップ	주교
ビスマルク	비스마르크
ビスマス	비스무트
ビサウ	비사우
ビット	비트
噛む	깨물어
ビット	비트
bittorrent	비트토렌트
琵琶	비와
黒い	검은색
黒い	검정
黒い	검정색
黒い	블랙
ブラック	검은색
ブラック	검정
ブラック	검정색
ブラック	블랙
blackberry	블랙베리
黒板	칠판
ブラックリスト	블랙리스트
脅迫	협박
恐喝	협박
停電	정전
停電	정전기
停電	블랙아웃
鍛冶屋	대장장이
膀胱	방광
刃物	블레이드
ブレイド	블레이드
ブレイン	블레인
ブレア	블레어
ブレア	blair
ブレイク	블레이크
責め	비난
ブランカ	블랑카
空欄	비어
ブランク	비어
毛布	담요
毛布	이불
ブランケット	담요
ブランケット	이불
ブレイズ	블레이즈
ブレザー	블레이저
ブレイザー	블레이저
ブリーチ	블리치
出血	출혈
ブレンド	혼합
ミキサー	믹서
ブレニム	블레넘
祝福	축복
祝福	축복받은
祝福	축복
祝福	축복이
恵み	축복
恵み	축복이
祝福	축복
ブラインド	블라인드
盲人	블라인드
ブラインド	블라인드
点滅	깜빡
ブリス	bliss
至福	bliss
吹雪	블리자드
ブロック	차단
ブロック	블록
ブロック	블럭
封鎖	봉쇄
ブロッキング	차단
ブロック	차단
ブロック	블록
ブロック	블럭
ブログ	블로그
blogger	블로거
ブロガー	블로거
ブロガー	블로거
ブログ	블로그
金髪	금발
ブロンド	금발
金髪	금발이
金髪	금발
ブロンド	금발이
ブロンド	금발
金髪	금발
血液	피피
血液	블러드
血液	혈액
ブラッド	피피
ブラッド	블러드
ブラッド	혈액
ブラッディ	블러디
ブルーム	블룸
ブルームバーグ	블룸버그
ブラウス	블라우스
ブラウス	블라우스
青い	파란색
青い	청색
青い	푸른
青い	블루
青い	파랑
青い	푸른색
ブルー	파란색
ブルー	청색
ブルー	푸른
ブルー	블루
ブルー	파랑
ブルー	푸른색
青色	파란색
青色	청색
青色	푸른
青色	블루
青色	파랑
青色	푸른색
ブルーベリー	블루베리
ブルース	블루스
bluetooth	블루투스
ブラフ	허세
ぼかし	블러
boa	보아
ボア	boa
ボア	보아
イノシシ	멧돼지
ボード	보드
ボード	게시판
ボード	이사회
搭乗	탑승
乗車	탑승
ボード	보드
自慢	자랑
ボート	보트
ボート	보트
ボビー	바비
ボブスレー	봅슬레이
ボーフム	보훔
本文	시체
本文	몸매
本文	몸매가
身体	시체
身体	몸매
身体	몸매가
本体	시체
本体	몸매
本体	몸매가
ボディ	시체
ボディ	몸매
ボディ	몸매가
ボディビルダー	보디빌딩
ボディビルダー	보디빌더
ボディビル	보디빌딩
ボディーガード	보디가드
ボディーガード	경호원
ボディガード	보디가드
ボディガード	경호원
ボヘミア	보헤미아
ボーア	보어
沸騰	종기
茹でる	종기
せつ	종기
ボイラー	보일러
ボイラー	보일러
茹でる	끓는
太字	굵게
太字	굵은
太字	대담
ボールド	굵게
ボールド	굵은
ボールド	대담
ボリバル	볼리바르
ボリビア	볼리비아
ボリウッド	발리우드
ボローニャ	볼로냐
ボリシェヴィキ	볼셰비키
ボルト	bolt
ボルト	볼트
爆弾	폭탄
ボンバルディア	봄바디어
砲撃	포격
ボンベイ	봄베이
爆撃	폭격
爆撃	폭파
結合	채권
結合	결합
結合	본드
ボンド	채권
ボンド	결합
ボンド	본드
緊縛	속박
焚き火	모닥불
ボン	bonn
ボニー	보니
bonnie	보니
ボーナス	보너스
おっぱい	가슴
ブギ	boogie
ブッカー	부커
予約	예매
予約	예약
冊子	소책자
本屋	서점
書店	서점
ブーメラン	boomerang
宣伝	홍보
宣伝	홍보하기
ブート	부트
ブート	부츠
ブート	부팅
ブーツ	부트
ブーツ	부츠
ブーツ	부팅
ブース	부스
ブート	부팅
ブーツ	장화
ブーツ	부츠
ボル	보르
ボルドー	보르도
ボーデン	보덴
ボーダー	국경
ボーダー	경계
ボーダー	경계선
ボーダー	테두리
国境	국경
国境	경계
国境	경계선
国境	테두리
ボレル	보렐
退屈	지루한
つまらない	지루한
ボリソフ	보리소프
ボロディン	보로딘
ホウ素	붕소
借りる	빌려
ボスコ	보스코
ボスニア	보스니아
ボス	사장님
ボス	보스
ボストン	보스턴
両方	둘다
ボツワナ	보츠와나
ボトム	아래쪽
ボトム	밑바닥
ボトム	아래
ボトム	하단
ボトム	바닥
バウンス	바운스
束縛	바운드
バウンド	바운드
境界	경계
境界	경계
境界	경계선
バウンズ	한계
ブーケ	꽃다발
ボーンマス	본머스
ブティック	부티크
ブティック	부티크
ボウル	사발
ボウル	그릇
ボウリング	볼링
ボーリング	볼링
ボウル	그릇
ボックス	box
ボックス	상자
ボックス	박스
ボックス	상자
ボックス	박스
ボクシング	복싱
男の子	boy
男の子	소년
男の子	남자아이
男の子	보이
少年	boy
少年	소년
少年	남자아이
少年	보이
ボーイ	boy
ボーイ	소년
ボーイ	남자아이
ボーイ	보이
ボイコット	보이콧
ボイド	보이드
彼氏	보이프렌드
彼氏	남자친구
彼氏	남친
ボーイフレンド	보이프렌드
ボーイフレンド	남자친구
ボーイフレンド	남친
ボイル	보일
boys	소년
boys	소년들
boys	보이즈
boys	보이스
男の子	소년
男の子	소년들
男の子	boys
男の子	보이즈
男の子	보이스
ブレスレット	팔찌
ブレスレット	팔찌
括弧	괄호
括弧	괄호
かっこ	괄호
ブラッド	브래드
ブレイディ	브래디
ブラッグ	브래그
ブラームス	브람스
編み	땋은
ブレインストーミング	브레인스토밍
ブレーキ	브레이크
ブレーキ	브레이크
支店	지점
支店	분기
支社	지점
支社	분기
ブランチ	지점
ブランチ	분기
支部	지점
支部	분기
ブランド	브랜드
銘柄	브랜드
ブランデンブルク	브란덴부르크
ブランディング	브랜드
